Date,AMZN,BA,MSFT,BTC,Gold,30 T-Bond
1/3/2019," 1,500.28 ", 310.90 , 97.40 ," 3,795.59 "," 1,291.80 ", 2.92 
1/4/2019," 1,575.39 ", 327.08 , 101.93 ," 3,812.38 "," 1,329.20 ", 2.98 
1/7/2019," 1,629.51 ", 328.11 , 102.06 ," 3,989.63 "," 1,333.40 ", 2.99 
1/8/2019," 1,656.58 ", 340.53 , 102.80 ," 3,992.99 "," 1,329.30 ", 3.00 
1/9/2019," 1,659.42 ", 343.83 , 104.27 ," 3,995.33 "," 1,335.50 ", 3.03 
1/10/2019," 1,656.22 ", 352.61 , 103.60 ," 3,617.35 "," 1,331.20 ", 3.06 
1/11/2019," 1,640.56 ", 352.90 , 102.80 ," 3,606.16 "," 1,333.20 ", 3.04 
1/14/2019," 1,617.21 ", 350.36 , 102.05 ," 3,654.35 "," 1,335.30 ", 3.06 
1/15/2019," 1,674.56 ", 352.24 , 105.01 ," 3,568.75 "," 1,331.80 ", 3.08 
1/16/2019," 1,683.78 ", 352.06 , 105.38 ," 3,593.72 "," 1,337.40 ", 3.07 
1/17/2019," 1,693.22 ", 359.09 , 106.12 ," 3,623.72 "," 1,335.90 ", 3.07 
1/18/2019," 1,696.20 ", 364.73 , 107.71 ," 3,605.86 "," 1,326.10 ", 3.09 
1/21/2019," 1,696.20 ", 364.73 , 107.71 ," 3,528.46 "," 1,326.10 ", 3.09 
1/22/2019," 1,632.17 ", 357.90 , 105.68 ," 3,581.55 "," 1,326.40 ", 3.06 
1/23/2019," 1,640.02 ", 358.61 , 106.71 ," 3,549.77 "," 1,327.30 ", 3.07 
1/24/2019," 1,654.93 ", 358.27 , 106.20 ," 3,562.92 "," 1,322.90 ", 3.04 
1/25/2019," 1,670.57 ", 364.20 , 107.17 ," 3,566.67 "," 1,341.30 ", 3.06 
1/28/2019," 1,637.89 ", 362.97 , 105.08 ," 3,425.26 "," 1,347.10 ", 3.06 
1/29/2019," 1,593.88 ", 364.91 , 102.94 ," 3,395.02 "," 1,352.70 ", 3.04 
1/30/2019," 1,670.43 ", 387.72 , 106.38 ," 3,441.03 "," 1,353.20 ", 3.06 
1/31/2019," 1,718.73 ", 385.62 , 104.43 ," 3,420.63 "," 1,322.30 ", 2.99 
2/1/2019," 1,626.23 ", 387.43 , 102.78 ," 3,439.81 "," 1,359.30 ", 3.03 
2/4/2019," 1,633.31 ", 397.00 , 105.74 ," 3,412.23 "," 1,356.50 ", 3.06 
2/5/2019," 1,658.81 ", 410.18 , 107.22 ," 3,419.77 "," 1,316.50 ", 3.03 
2/6/2019," 1,640.26 ", 411.11 , 106.03 ," 3,367.52 "," 1,352.00 ", 3.03 
2/7/2019," 1,614.37 ", 405.17 , 105.27 ," 3,360.53 "," 1,311.60 ", 3.00 
2/8/2019," 1,588.22 ", 404.91 , 105.67 ," 3,591.02 "," 1,315.90 ", 2.97 
2/11/2019," 1,591.00 ", 403.95 , 105.25 ," 3,593.18 "," 1,349.40 ", 3.00 
2/12/2019," 1,638.01 ", 410.72 , 106.89 ," 3,579.34 "," 1,351.40 ", 3.02 
2/13/2019," 1,640.00 ", 410.58 , 106.81 ," 3,569.55 "," 1,352.60 ", 3.04 
2/14/2019," 1,622.65 ", 409.82 , 106.90 ," 3,558.40 "," 1,351.20 ", 3.01 
2/15/2019," 1,607.95 ", 417.97 , 108.22 ," 3,566.25 "," 1,359.20 ", 3.00 
2/18/2019," 1,607.95 ", 417.97 , 108.22 ," 3,865.32 "," 1,359.20 ", 3.00 
2/19/2019," 1,627.58 ", 416.26 , 108.17 ," 3,904.48 "," 1,381.90 ", 2.99 
2/20/2019," 1,622.10 ", 421.55 , 107.15 ," 3,924.74 "," 1,384.90 ", 3.00 
2/21/2019," 1,619.44 ", 417.58 , 109.41 ," 3,889.76 "," 1,364.70 ", 3.05 
2/22/2019," 1,631.56 ", 424.05 , 110.97 ," 3,933.61 "," 1,369.90 ", 3.02 
2/25/2019," 1,633.00 ", 426.87 , 111.59 ," 3,819.87 "," 1,366.40 ", 3.03 
2/26/2019," 1,636.40 ", 426.77 , 112.36 ," 3,797.58 "," 1,365.50 ", 3.01 
2/27/2019," 1,641.09 ", 435.44 , 112.17 ," 3,772.94 "," 1,358.10 ", 3.07 
2/28/2019," 1,639.83 ", 439.96 , 112.03 ," 3,799.68 "," 1,352.80 ", 3.09 
3/1/2019," 1,671.73 ", 440.62 , 112.53 ," 3,811.61 "," 1,335.80 ", 3.13 
3/4/2019," 1,696.17 ", 432.69 , 112.26 ," 3,689.86 "," 1,323.90 ", 3.09 
3/5/2019," 1,692.43 ", 430.12 , 111.70 ," 3,832.08 "," 1,321.10 ", 3.08 
3/6/2019," 1,668.95 ", 424.46 , 111.75 ," 3,848.96 "," 1,324.10 ", 3.06 
3/7/2019," 1,625.95 ", 422.56 , 110.39 ," 3,859.84 "," 1,322.30 ", 3.03 
3/8/2019," 1,620.80 ", 422.54 , 110.51 ," 3,828.37 "," 1,335.90 ", 3.00 
3/11/2019," 1,670.62 ", 400.01 , 112.83 ," 3,851.25 "," 1,327.40 ", 3.03 
3/12/2019," 1,673.10 ", 375.41 , 113.62 ," 3,866.30 "," 1,334.10 ", 3.00 
3/13/2019," 1,690.81 ", 377.14 , 114.50 ," 3,846.27 "," 1,345.70 ", 3.02 
3/14/2019," 1,686.22 ", 373.30 , 114.59 ," 3,855.74 "," 1,331.20 ", 3.04 
3/15/2019," 1,712.36 ", 378.99 , 115.91 ," 3,892.05 "," 1,338.90 ", 3.02 
3/18/2019," 1,742.15 ", 372.28 , 117.57 ," 3,974.42 "," 1,337.60 ", 3.01 
3/19/2019," 1,761.85 ", 373.43 , 117.65 ," 3,996.04 "," 1,342.90 ", 3.02 
3/20/2019," 1,797.27 ", 376.16 , 117.52 ," 4,027.79 "," 1,337.70 ", 2.98 
3/21/2019," 1,819.26 ", 372.70 , 120.22 ," 3,974.81 "," 1,343.20 ", 2.96 
3/22/2019," 1,764.77 ", 362.17 , 117.05 ," 3,987.31 "," 1,348.10 ", 2.88 
3/25/2019," 1,774.26 ", 370.46 , 117.66 ," 3,913.78 "," 1,358.20 ", 2.87 
3/26/2019," 1,783.76 ", 370.38 , 117.91 ," 3,915.38 "," 1,350.80 ", 2.86 
3/27/2019," 1,765.70 ", 374.21 , 116.77 ," 4,018.59 "," 1,346.00 ", 2.83 
3/28/2019," 1,773.42 ", 374.44 , 116.93 ," 4,008.37 "," 1,324.60 ", 2.81 
3/29/2019," 1,780.75 ", 381.42 , 117.94 ," 4,080.26 "," 1,328.00 ", 2.81 
4/1/2019," 1,814.19 ", 391.54 , 119.02 ," 4,135.18 "," 1,323.80 ", 2.89 
4/2/2019," 1,813.98 ", 390.75 , 119.19 ," 4,818.77 "," 1,325.10 ", 2.88 
4/3/2019," 1,820.70 ", 384.74 , 119.97 ," 5,102.15 "," 1,324.90 ", 2.93 
4/4/2019," 1,818.86 ", 395.86 , 119.36 ," 4,875.60 "," 1,323.80 ", 2.92 
4/5/2019," 1,837.28 ", 391.93 , 119.89 ," 5,030.93 "," 1,325.30 ", 2.91 
4/8/2019," 1,849.86 ", 374.52 , 119.93 ," 5,260.21 "," 1,331.60 ", 2.93 
4/9/2019," 1,835.84 ", 369.04 , 119.28 ," 5,180.00 "," 1,338.10 ", 2.92 
4/10/2019," 1,847.33 ", 364.94 , 120.19 ," 5,283.54 "," 1,343.60 ", 2.90 
4/11/2019," 1,844.07 ", 370.16 , 120.33 ," 5,049.61 "," 1,323.10 ", 2.94 
4/12/2019," 1,843.06 ", 379.64 , 120.95 ," 5,077.52 "," 1,325.60 ", 2.97 
4/15/2019," 1,844.87 ", 375.46 , 121.05 ," 5,045.68 "," 1,321.60 ", 2.96 
4/16/2019," 1,863.04 ", 381.72 , 120.77 ," 5,184.20 "," 1,307.30 ", 2.99 
4/17/2019," 1,864.82 ", 377.52 , 121.77 ," 5,220.96 "," 1,306.70 ", 2.99 
4/18/2019," 1,861.69 ", 380.07 , 123.37 ," 5,276.56 "," 1,306.00 ", 2.96 
4/19/2019," 1,861.69 ", 380.07 , 123.37 ," 5,266.66 "," 1,306.00 ", 2.96 
4/22/2019," 1,887.31 ", 375.17 , 123.76 ," 5,398.43 "," 1,307.60 ", 2.99 
4/23/2019," 1,923.77 ", 374.02 , 125.44 ," 5,552.52 "," 1,303.00 ", 2.98 
4/24/2019," 1,901.75 ", 375.46 , 125.01 ," 5,432.99 "," 1,309.20 ", 2.94 
4/25/2019," 1,902.25 ", 382.80 , 129.15 ," 5,132.23 "," 1,309.50 ", 2.94 
4/26/2019," 1,950.63 ", 380.79 , 129.89 ," 5,151.57 "," 1,318.60 ", 2.92 
4/29/2019," 1,938.43 ", 379.05 , 129.77 ," 5,151.43 "," 1,311.00 ", 2.96 
4/30/2019," 1,926.52 ", 377.69 , 130.60 ," 5,277.44 "," 1,315.20 ", 2.93 
5/1/2019," 1,911.52 ", 376.80 , 127.88 ," 5,297.94 "," 1,313.80 ", 2.92 
5/2/2019," 1,900.82 ", 375.80 , 126.21 ," 5,405.88 "," 1,301.60 ", 2.94 
5/3/2019," 1,962.46 ", 376.46 , 128.90 ," 5,697.68 "," 1,311.00 ", 2.93 
5/6/2019," 1,950.55 ", 371.60 , 128.15 ," 5,706.01 "," 1,313.50 ", 2.91 
5/7/2019," 1,921.00 ", 357.23 , 125.52 ," 5,899.53 "," 1,315.20 ", 2.86 
5/8/2019," 1,917.77 ", 359.75 , 125.51 ," 5,932.44 "," 1,310.90 ", 2.89 
5/9/2019," 1,899.87 ", 354.13 , 125.50 ," 6,159.69 "," 1,314.60 ", 2.87 
5/10/2019," 1,889.98 ", 354.67 , 127.13 ," 6,387.83 "," 1,316.70 ", 2.89 
5/13/2019," 1,822.68 ", 337.37 , 123.35 ," 7,906.94 "," 1,330.40 ", 2.83 
5/14/2019," 1,840.12 ", 343.04 , 124.73 ," 7,928.42 "," 1,324.40 ", 2.86 
5/15/2019," 1,871.15 ", 345.64 , 126.02 ," 8,177.45 "," 1,325.60 ", 2.82 
5/16/2019," 1,907.57 ", 353.81 , 128.93 ," 7,820.08 "," 1,314.50 ", 2.84 
5/17/2019," 1,869.00 ", 355.02 , 128.07 ," 7,243.65 "," 1,303.80 ", 2.82 
5/20/2019," 1,858.97 ", 352.79 , 126.22 ," 7,917.01 "," 1,305.70 ", 2.83 
5/21/2019," 1,857.52 ", 358.75 , 126.90 ," 7,961.13 "," 1,301.60 ", 2.84 
5/22/2019," 1,859.68 ", 352.78 , 127.67 ," 7,723.90 "," 1,302.90 ", 2.82 
5/23/2019," 1,815.48 ", 350.55 , 126.18 ," 7,903.85 "," 1,313.40 ", 2.75 
5/24/2019," 1,823.28 ", 354.90 , 126.24 ," 8,038.51 "," 1,311.70 ", 2.75 
5/27/2019," 1,823.28 ", 354.90 , 126.24 ," 8,800.35 "," 1,311.70 ", 2.75 
5/28/2019," 1,836.43 ", 354.88 , 126.16 ," 8,719.33 "," 1,305.10 ", 2.70 
5/29/2019," 1,819.19 ", 348.80 , 124.94 ," 8,672.40 "," 1,308.60 ", 2.69 
5/30/2019," 1,816.32 ", 349.87 , 125.73 ," 8,287.04 "," 1,314.90 ", 2.65 
5/31/2019," 1,775.07 ", 341.61 , 123.68 ," 8,513.20 "," 1,333.00 ", 2.58 
6/3/2019," 1,692.69 ", 338.89 , 119.84 ," 8,474.05 "," 1,348.90 ", 2.53 
6/4/2019," 1,729.56 ", 344.62 , 123.16 ," 7,645.57 "," 1,350.00 ", 2.60 
6/5/2019," 1,738.50 ", 348.75 , 125.83 ," 7,790.32 "," 1,354.40 ", 2.63 
6/6/2019," 1,754.36 ", 350.64 , 127.82 ," 7,730.88 "," 1,363.30 ", 2.62 
6/7/2019," 1,804.03 ", 353.70 , 131.40 ," 8,030.26 "," 1,366.80 ", 2.57 
6/10/2019," 1,860.63 ", 353.80 , 132.60 ," 7,954.01 "," 1,350.70 ", 2.62 
6/11/2019," 1,863.70 ", 349.33 , 132.10 ," 7,903.63 "," 1,353.00 ", 2.62 
6/12/2019," 1,855.32 ", 347.03 , 131.49 ," 8,151.79 "," 1,358.20 ", 2.62 
6/13/2019," 1,870.30 ", 348.86 , 132.32 ," 8,256.72 "," 1,364.90 ", 2.61 
6/14/2019," 1,869.67 ", 347.16 , 132.45 ," 8,667.79 "," 1,365.50 ", 2.59 
6/17/2019," 1,886.03 ", 354.90 , 132.85 ," 9,346.98 "," 1,363.60 ", 2.58 
6/18/2019," 1,901.37 ", 373.96 , 135.16 ," 9,012.49 "," 1,371.40 ", 2.55 
6/19/2019," 1,908.79 ", 368.56 , 135.69 ," 9,259.12 "," 1,369.40 ", 2.54 
6/20/2019," 1,918.19 ", 374.88 , 136.95 ," 9,559.90 "," 1,416.80 ", 2.53 
6/21/2019," 1,911.30 ", 371.84 , 136.97 ," 9,906.41 "," 1,419.90 ", 2.59 
6/24/2019," 1,913.90 ", 373.99 , 137.78 ," 10,996.46 "," 1,438.10 ", 2.55 
6/25/2019," 1,878.27 ", 369.32 , 133.43 ," 11,665.41 "," 1,438.50 ", 2.53 
6/26/2019," 1,897.83 ", 374.94 , 133.93 ," 12,444.93 "," 1,435.30 ", 2.57 
6/27/2019," 1,904.28 ", 364.02 , 134.15 ," 11,086.27 "," 1,432.10 ", 2.52 
6/28/2019," 1,893.63 ", 364.01 , 133.96 ," 12,316.95 "," 1,434.00 ", 2.52 
7/1/2019," 1,922.19 ", 356.46 , 135.68 ," 10,454.68 "," 1,410.10 ", 2.55 
7/2/2019," 1,934.31 ", 354.16 , 136.58 ," 10,800.13 "," 1,429.30 ", 2.51 
7/3/2019," 1,939.00 ", 354.47 , 137.46 ," 11,942.24 "," 1,442.20 ", 2.47 
7/4/2019," 1,939.00 ", 354.47 , 137.46 ," 11,645.52 "," 1,442.20 ", 2.47 
7/5/2019," 1,942.91 ", 355.86 , 137.06 ," 10,946.21 "," 1,422.20 ", 2.54 
7/8/2019," 1,952.32 ", 351.12 , 136.96 ," 12,336.00 "," 1,422.70 ", 2.53 
7/9/2019," 1,988.30 ", 353.09 , 136.46 ," 12,575.90 "," 1,423.30 ", 2.54 
7/10/2019," 2,017.41 ", 352.30 , 137.85 ," 12,054.18 "," 1,435.60 ", 2.57 
7/11/2019," 2,001.07 ", 359.00 , 138.40 ," 11,324.14 "," 1,430.40 ", 2.65 
7/12/2019," 2,011.00 ", 365.33 , 138.90 ," 11,802.96 "," 1,435.90 ", 2.64 
7/15/2019," 2,020.99 ", 361.61 , 138.90 ," 10,934.48 "," 1,437.10 ", 2.61 
7/16/2019," 2,009.90 ", 362.75 , 137.08 ," 9,490.41 "," 1,434.70 ", 2.63 
7/17/2019," 1,992.03 ", 369.52 , 136.27 ," 9,733.13 "," 1,447.10 ", 2.57 
7/18/2019," 1,977.90 ", 361.11 , 136.42 ," 10,603.35 "," 1,451.90 ", 2.56 
7/19/2019," 1,964.52 ", 377.36 , 136.62 ," 10,466.26 "," 1,450.30 ", 2.57 
7/22/2019," 1,985.63 ", 373.42 , 138.43 ," 10,285.64 "," 1,450.70 ", 2.58 
7/23/2019," 1,994.49 ", 373.07 , 139.29 ," 10,027.53 "," 1,445.50 ", 2.61 
7/24/2019," 2,000.81 ", 361.43 , 140.72 ," 9,771.50 "," 1,447.60 ", 2.58 
7/25/2019," 1,973.82 ", 348.09 , 140.19 ," 9,897.43 "," 1,438.60 ", 2.60 
7/26/2019," 1,943.05 ", 345.00 , 141.34 ," 9,812.23 "," 1,443.50 ", 2.59 
7/29/2019," 1,912.45 ", 340.21 , 141.03 ," 9,506.70 "," 1,444.50 ", 2.59 
7/30/2019," 1,898.53 ", 347.46 , 140.35 ," 9,572.74 "," 1,453.00 ", 2.58 
7/31/2019," 1,866.78 ", 341.18 , 136.27 ," 10,005.29 "," 1,449.00 ", 2.53 
8/1/2019," 1,855.32 ", 334.29 , 138.06 ," 10,385.20 "," 1,443.70 ", 2.44 
8/2/2019," 1,823.24 ", 339.56 , 136.90 ," 10,513.91 "," 1,468.40 ", 2.39 
8/5/2019," 1,765.13 ", 331.06 , 132.21 ," 11,811.79 "," 1,486.90 ", 2.30 
8/6/2019," 1,787.83 ", 332.45 , 134.69 ," 11,310.19 "," 1,494.70 ", 2.25 
8/7/2019," 1,793.40 ", 331.38 , 135.28 ," 11,956.05 "," 1,530.10 ", 2.22 
8/8/2019," 1,832.89 ", 336.35 , 138.89 ," 11,817.46 "," 1,520.20 ", 2.25 
8/9/2019," 1,807.58 ", 337.55 , 137.71 ," 11,827.57 "," 1,519.40 ", 2.26 
8/12/2019," 1,784.92 ", 332.94 , 135.79 ," 11,391.97 "," 1,528.10 ", 2.14 
8/13/2019," 1,824.34 ", 332.86 , 138.60 ," 10,869.38 "," 1,525.20 ", 2.15 
8/14/2019," 1,762.96 ", 320.42 , 133.98 ," 10,211.50 "," 1,538.80 ", 2.03 
8/15/2019," 1,776.12 ", 328.00 , 133.68 ," 10,386.54 "," 1,542.10 ", 1.98 
8/16/2019," 1,792.57 ", 330.45 , 136.13 ," 10,388.45 "," 1,534.30 ", 2.01 
8/19/2019," 1,816.12 ", 333.78 , 138.41 ," 10,774.81 "," 1,522.30 ", 2.08 
8/20/2019," 1,801.38 ", 331.75 , 137.26 ," 10,818.51 "," 1,526.40 ", 2.04 
8/21/2019," 1,823.54 ", 339.99 , 138.79 ," 10,064.92 "," 1,526.40 ", 2.07 
8/22/2019," 1,805.60 ", 354.41 , 137.78 ," 10,161.16 "," 1,519.30 ", 2.11 
8/23/2019," 1,749.62 ", 356.01 , 133.39 ," 10,364.28 "," 1,548.40 ", 2.02 
8/26/2019," 1,768.87 ", 359.04 , 135.45 ," 10,312.22 "," 1,548.10 ", 2.04 
8/27/2019," 1,761.83 ", 354.73 , 135.74 ," 10,122.20 "," 1,563.10 ", 1.97 
8/28/2019," 1,764.25 ", 359.97 , 135.56 ," 9,743.16 "," 1,560.40 ", 1.94 
8/29/2019," 1,786.40 ", 362.74 , 138.12 ," 9,487.98 "," 1,548.20 ", 1.97 
8/30/2019," 1,776.29 ", 364.09 , 137.86 ," 9,590.74 "," 1,541.00 ", 1.96 
9/2/2019," 1,776.29 ", 364.09 , 137.86 ," 10,381.86 "," 1,541.00 ", 1.96 
9/3/2019," 1,789.84 ", 354.42 , 136.04 ," 10,691.31 "," 1,567.50 ", 1.95 
9/4/2019," 1,800.62 ", 356.53 , 137.63 ," 10,555.05 "," 1,571.80 ", 1.97 
9/5/2019," 1,840.72 ", 360.30 , 140.05 ," 10,576.32 "," 1,536.80 ", 2.06 
9/6/2019," 1,833.51 ", 363.00 , 139.10 ," 10,334.02 "," 1,527.00 ", 2.02 
9/9/2019," 1,831.35 ", 358.78 , 137.52 ," 10,332.94 "," 1,522.90 ", 2.11 
9/10/2019," 1,820.55 ", 369.49 , 136.08 ," 10,082.95 "," 1,511.10 ", 2.19 
9/11/2019," 1,822.99 ", 382.94 , 136.12 ," 10,152.75 "," 1,515.10 ", 2.22 
9/12/2019," 1,843.55 ", 375.63 , 137.52 ," 10,396.77 "," 1,519.40 ", 2.22 
9/13/2019," 1,839.34 ", 379.76 , 137.32 ," 10,299.48 "," 1,511.70 ", 2.37 
9/16/2019," 1,807.84 ", 378.85 , 136.33 ," 10,301.66 "," 1,523.60 ", 2.31 
9/17/2019," 1,822.55 ", 384.20 , 137.39 ," 10,231.42 "," 1,525.40 ", 2.27 
9/18/2019," 1,817.46 ", 386.41 , 138.52 ," 10,168.29 "," 1,527.80 ", 2.25 
9/19/2019," 1,821.50 ", 384.44 , 141.07 ," 10,223.51 "," 1,518.10 ", 2.22 
9/20/2019," 1,794.16 ", 379.39 , 139.44 ," 10,138.34 "," 1,527.00 ", 2.17 
9/23/2019," 1,785.30 ", 377.03 , 139.14 ," 9,719.72 "," 1,543.60 ", 2.16 
9/24/2019," 1,741.61 ", 381.65 , 137.38 ," 8,688.97 "," 1,552.10 ", 2.09 
9/25/2019," 1,768.33 ", 386.20 , 139.36 ," 8,438.71 "," 1,524.10 ", 2.18 
9/26/2019," 1,739.84 ", 386.89 , 139.54 ," 8,103.21 "," 1,527.20 ", 2.15 
9/27/2019," 1,725.45 ", 382.86 , 137.73 ," 8,195.21 "," 1,518.60 ", 2.13 
9/30/2019," 1,735.91 ", 380.47 , 139.03 ," 8,241.34 "," 1,485.10 ", 2.12 
10/1/2019," 1,735.65 ", 374.94 , 137.07 ," 8,333.69 "," 1,500.90 ", 2.11 
10/2/2019," 1,713.23 ", 367.36 , 134.65 ," 8,273.46 "," 1,519.90 ", 2.09 
10/3/2019," 1,724.42 ", 372.07 , 136.28 ," 8,203.84 "," 1,525.80 ", 2.04 
10/4/2019," 1,739.65 ", 375.70 , 138.12 ," 8,163.90 "," 1,525.00 ", 2.01 
10/7/2019," 1,732.66 ", 376.54 , 137.12 ," 8,236.21 "," 1,516.50 ", 2.05 
10/8/2019," 1,705.51 ", 374.10 , 135.67 ," 8,201.64 "," 1,516.00 ", 2.04 
10/9/2019," 1,721.99 ", 374.96 , 138.24 ," 8,572.38 "," 1,524.90 ", 2.08 
10/10/2019," 1,720.26 ", 371.00 , 139.10 ," 8,582.14 "," 1,513.00 ", 2.16 
10/11/2019," 1,731.92 ", 374.92 , 139.68 ," 8,320.17 "," 1,500.60 ", 2.22 
10/14/2019," 1,736.43 ", 373.18 , 139.55 ," 8,337.82 "," 1,509.60 ", 2.22 
10/15/2019," 1,767.38 ", 370.96 , 141.58 ," 8,162.44 "," 1,495.40 ", 2.23 
10/16/2019," 1,777.43 ", 372.43 , 140.41 ," 8,003.82 "," 1,505.90 ", 2.23 
10/17/2019," 1,787.48 ", 369.06 , 139.69 ," 8,058.06 "," 1,510.40 ", 2.24 
10/18/2019," 1,757.51 ", 344.00 , 137.41 ," 7,970.24 "," 1,505.90 ", 2.25 
10/21/2019," 1,785.66 ", 331.06 , 138.43 ," 8,200.25 "," 1,500.00 ", 2.28 
10/22/2019," 1,765.73 ", 337.00 , 136.37 ," 8,073.41 "," 1,499.50 ", 2.26 
10/23/2019," 1,762.17 ", 340.50 , 137.24 ," 7,420.42 "," 1,507.70 ", 2.25 
10/24/2019," 1,780.78 ", 344.55 , 139.94 ," 7,460.62 "," 1,516.80 ", 2.26 
10/25/2019," 1,761.33 ", 339.83 , 140.73 ," 8,591.22 "," 1,517.50 ", 2.29 
10/28/2019," 1,777.08 ", 340.88 , 144.19 ," 9,458.22 "," 1,508.00 ", 2.34 
10/29/2019," 1,762.71 ", 348.93 , 142.83 ," 9,455.72 "," 1,502.70 ", 2.33 
10/30/2019," 1,779.99 ", 346.06 , 144.61 ," 9,226.00 "," 1,508.90 ", 2.26 
10/31/2019," 1,776.66 ", 339.91 , 143.37 ," 9,131.41 "," 1,526.90 ", 2.17 
11/1/2019," 1,791.44 ", 345.19 , 143.72 ," 9,197.63 "," 1,523.70 ", 2.21 
11/4/2019," 1,804.66 ", 351.09 , 144.55 ," 9,369.63 "," 1,523.60 ", 2.27 
11/5/2019," 1,801.71 ", 358.29 , 144.46 ," 9,326.60 "," 1,496.00 ", 2.34 
11/6/2019," 1,795.77 ", 354.19 , 144.06 ," 9,335.75 "," 1,505.60 ", 2.30 
11/7/2019," 1,788.20 ", 357.31 , 144.26 ," 9,226.49 "," 1,478.60 ", 2.40 
11/8/2019," 1,785.88 ", 351.00 , 145.96 ," 8,794.36 "," 1,475.10 ", 2.43 
11/11/2019," 1,771.65 ", 366.96 , 146.11 ," 8,711.53 "," 1,469.40 ", 2.43 
11/12/2019," 1,778.00 ", 362.88 , 147.07 ," 8,760.89 "," 1,465.90 ", 2.39 
11/13/2019," 1,753.11 ", 362.50 , 147.31 ," 8,749.52 "," 1,475.50 ", 2.36 
11/14/2019," 1,754.60 ", 367.44 , 148.06 ," 8,656.97 "," 1,485.60 ", 2.31 
11/15/2019," 1,739.49 ", 371.68 , 149.97 ," 8,500.64 "," 1,480.80 ", 2.31 
11/18/2019," 1,752.53 ", 369.46 , 150.34 ," 8,205.81 "," 1,484.30 ", 2.30 
11/19/2019," 1,752.79 ", 367.00 , 150.39 ," 8,118.49 "," 1,486.70 ", 2.26 
11/20/2019," 1,745.53 ", 370.91 , 149.62 ," 8,074.84 "," 1,486.50 ", 2.20 
11/21/2019," 1,734.71 ", 366.44 , 149.48 ," 7,612.74 "," 1,476.10 ", 2.24 
11/22/2019," 1,745.72 ", 371.34 , 149.59 ," 7,262.11 "," 1,476.20 ", 2.22 
11/25/2019," 1,773.84 ", 373.13 , 151.23 ," 7,211.86 "," 1,469.50 ", 2.21 
11/26/2019," 1,796.94 ", 373.51 , 152.03 ," 7,141.07 "," 1,472.70 ", 2.18 
11/27/2019," 1,818.51 ", 368.00 , 152.32 ," 7,523.48 "," 1,466.00 ", 2.19 
11/28/2019," 1,818.51 ", 368.00 , 152.32 ," 7,390.21 "," 1,466.00 ", 2.19 
11/29/2019," 1,800.80 ", 366.18 , 151.38 ," 7,729.27 "," 1,478.10 ", 2.21 
12/2/2019," 1,781.60 ", 355.18 , 149.55 ," 7,333.43 "," 1,474.60 ", 2.28 
12/3/2019," 1,769.96 ", 352.08 , 149.31 ," 7,315.37 "," 1,489.90 ", 2.17 
12/4/2019," 1,760.69 ", 348.84 , 149.85 ," 7,213.73 "," 1,485.60 ", 2.22 
12/5/2019," 1,740.48 ", 345.68 , 149.93 ," 7,398.79 "," 1,488.60 ", 2.24 
12/6/2019," 1,751.60 ", 354.09 , 151.75 ," 7,511.88 "," 1,470.70 ", 2.29 
12/9/2019," 1,749.51 ", 351.21 , 151.36 ," 7,333.10 "," 1,470.50 ", 2.27 
12/10/2019," 1,739.21 ", 347.90 , 151.13 ," 7,239.76 "," 1,473.70 ", 2.26 
12/11/2019," 1,748.72 ", 350.00 , 151.70 ," 7,198.07 "," 1,480.60 ", 2.23 
12/12/2019," 1,760.33 ", 346.29 , 153.24 ," 7,190.27 "," 1,477.90 ", 2.32 
12/13/2019," 1,760.94 ", 341.67 , 154.53 ," 7,238.87 "," 1,486.90 ", 2.26 
12/16/2019," 1,769.21 ", 327.00 , 155.53 ," 6,883.50 "," 1,486.10 ", 2.30 
12/17/2019," 1,790.66 ", 327.00 , 154.69 ," 6,584.03 "," 1,486.40 ", 2.31 
12/18/2019," 1,784.03 ", 330.68 , 154.37 ," 7,424.02 "," 1,484.40 ", 2.35 
12/19/2019," 1,792.28 ", 333.50 , 155.71 ," 7,147.57 "," 1,490.00 ", 2.35 
12/20/2019," 1,786.50 ", 328.00 , 157.41 ," 7,139.93 "," 1,486.60 ", 2.34 
12/23/2019," 1,793.00 ", 337.55 , 157.41 ," 7,166.17 "," 1,494.40 ", 2.35 
12/24/2019," 1,789.21 ", 333.00 , 157.38 ," 7,235.63 "," 1,510.60 ", 2.33 
12/25/2019," 1,789.21 ", 333.00 , 157.38 ," 7,212.81 "," 1,510.60 ", 2.33 
12/26/2019," 1,868.77 ", 329.92 , 158.67 ," 7,183.71 "," 1,520.30 ", 2.33 
12/27/2019," 1,869.80 ", 330.14 , 158.96 ," 7,227.29 "," 1,524.10 ", 2.32 
12/30/2019," 1,846.89 ", 326.40 , 157.59 ," 7,251.28 "," 1,524.60 ", 2.34 
12/31/2019," 1,847.84 ", 325.76 , 157.70 ," 7,179.96 "," 1,519.50 ", 2.39 
1/2/2020," 1,898.01 ", 333.32 , 160.62 ," 6,955.49 "," 1,534.30 ", 2.33 
1/3/2020," 1,874.97 ", 332.76 , 158.62 ," 7,291.22 "," 1,558.70 ", 2.26 
1/6/2020," 1,902.88 ", 333.74 , 159.03 ," 7,713.86 "," 1,575.10 ", 2.28 
1/7/2020," 1,906.86 ", 337.28 , 157.58 ," 8,039.60 "," 1,580.50 ", 2.31 
