Date,AMZN,BA,MSFT,BTC,Gold,30 T-Bond
1/25/2021," 3,294.00 ", 203.36 , 229.53 ," 32,500.26 "," 1,855.20 ", 1.80 
1/26/2021," 3,326.13 ", 202.06 , 232.33 ," 32,324.56 "," 1,850.90 ", 1.80 
1/27/2021," 3,232.58 ", 194.03 , 232.90 ," 30,535.00 "," 1,848.90 ", 1.79 
1/28/2021," 3,237.62 ", 197.23 , 238.93 ," 33,408.22 "," 1,841.20 ", 1.81 
1/29/2021," 3,206.20 ", 194.19 , 231.96 ," 34,842.56 "," 1,850.30 ", 1.87 
2/1/2021," 3,342.88 ", 195.84 , 239.65 ," 33,613.32 "," 1,863.90 ", 1.84 
2/2/2021," 3,380.00 ", 200.94 , 239.51 ," 35,632.90 "," 1,833.40 ", 1.87 
2/3/2021," 3,312.53 ", 207.39 , 243.00 ," 37,397.43 "," 1,835.10 ", 1.92 
2/4/2021," 3,331.00 ", 210.64 , 242.01 ," 37,256.25 "," 1,791.20 ", 1.93 
2/5/2021," 3,352.15 ", 207.93 , 242.20 ," 37,851.60 "," 1,813.00 ", 1.97 
2/8/2021," 3,322.94 ", 211.95 , 242.47 ," 44,716.69 "," 1,834.20 ", 1.96 
2/9/2021," 3,305.00 ", 215.12 , 243.77 ," 46,674.85 "," 1,837.50 ", 1.95 
2/10/2021," 3,286.58 ", 211.92 , 242.82 ," 45,237.48 "," 1,842.70 ", 1.92 
2/11/2021," 3,262.13 ", 210.66 , 244.49 ," 47,500.90 "," 1,826.80 ", 1.94 
2/12/2021," 3,277.71 ", 210.98 , 244.99 ," 47,884.18 "," 1,823.20 ", 2.01 
2/16/2021," 3,268.95 ", 217.18 , 243.70 ," 48,840.41 "," 1,799.00 ", 2.08 
2/17/2021," 3,308.64 ", 215.52 , 244.20 ," 52,165.30 "," 1,772.80 ", 2.06 
2/18/2021," 3,328.23 ", 208.48 , 243.79 ," 51,728.51 "," 1,775.00 ", 2.08 
2/19/2021," 3,249.90 ", 217.47 , 240.97 ," 55,719.20 "," 1,777.40 ", 2.14 
2/22/2021," 3,180.74 ", 212.88 , 234.51 ," 54,181.91 "," 1,808.40 ", 2.19 
2/23/2021," 3,194.50 ", 212.12 , 233.27 ," 48,172.88 "," 1,805.90 ", 2.21 
2/24/2021," 3,159.53 ", 229.34 , 234.55 ," 48,745.43 "," 1,797.90 ", 2.24 
2/25/2021," 3,057.16 ", 216.45 , 228.99 ," 48,291.41 "," 1,775.40 ", 2.33 
2/26/2021," 3,092.93 ", 212.01 , 232.38 ," 45,752.11 "," 1,728.80 ", 2.17 
3/1/2021," 3,146.14 ", 224.39 , 236.94 ," 49,248.91 "," 1,723.00 ", 2.23 
3/2/2021," 3,094.53 ", 223.14 , 233.87 ," 47,900.78 "," 1,733.60 ", 2.21 
3/3/2021," 3,005.00 ", 228.56 , 227.56 ," 50,811.86 "," 1,715.80 ", 2.25 
3/4/2021," 2,977.57 ", 224.71 , 226.73 ," 48,259.49 "," 1,700.70 ", 2.30 
3/5/2021," 3,000.46 ", 223.22 , 231.60 ," 49,149.73 "," 1,698.50 ", 2.28 
3/8/2021," 2,951.95 ", 224.03 , 227.39 ," 51,503.26 "," 1,678.00 ", 2.31 
3/9/2021," 3,062.85 ", 230.61 , 233.78 ," 54,458.04 "," 1,716.90 ", 2.26 
3/10/2021," 3,057.64 ", 245.34 , 232.42 ," 56,915.17 "," 1,721.80 ", 2.24 
3/11/2021," 3,113.59 ", 252.00 , 237.13 ," 57,636.76 "," 1,722.60 ", 2.29 
3/12/2021," 3,089.49 ", 269.19 , 235.75 ," 57,306.17 "," 1,719.80 ", 2.40 
3/15/2021," 3,081.68 ", 265.63 , 234.81 ," 56,300.33 "," 1,729.20 ", 2.37 
3/16/2021," 3,091.86 ", 255.21 , 237.71 ," 56,639.78 "," 1,730.90 ", 2.38 
3/17/2021," 3,135.73 ", 263.59 , 237.04 ," 58,567.28 "," 1,727.10 ", 2.42 
3/18/2021," 3,027.99 ", 256.06 , 230.72 ," 57,983.09 "," 1,732.50 ", 2.45 
3/19/2021," 3,074.96 ", 255.82 , 230.35 ," 58,451.73 "," 1,741.70 ", 2.45 
3/22/2021," 3,110.87 ", 251.23 , 235.99 ," 54,329.36 "," 1,738.10 ", 2.38 
3/23/2021," 3,137.50 ", 241.25 , 237.58 ," 54,794.30 "," 1,725.10 ", 2.34 
3/24/2021," 3,087.07 ", 239.24 , 235.46 ," 52,787.75 "," 1,733.20 ", 2.31 
3/25/2021," 3,046.26 ", 247.19 , 232.34 ," 52,173.87 "," 1,725.10 ", 2.34 
3/26/2021," 3,052.03 ", 244.87 , 236.48 ," 54,483.05 "," 1,732.30 ", 2.37 
3/29/2021," 3,075.73 ", 250.52 , 235.24 ," 57,627.68 "," 1,714.60 ", 2.43 
3/30/2021," 3,055.29 ", 252.01 , 231.85 ," 58,734.48 "," 1,686.00 ", 2.38 
3/31/2021," 3,094.08 ", 254.72 , 235.77 ," 58,918.83 "," 1,715.60 ", 2.41 
4/1/2021," 3,161.00 ", 252.96 , 242.35 ," 59,095.81 "," 1,728.40 ", 2.34 
