Dates,"Amazon.com, Inc. (NasdaqGS:AMZN) - Share Pricing"
Mar-03-2017,849.88
Mar-06-2017,846.61
Mar-07-2017,846.02
Mar-08-2017,850.50
Mar-09-2017,853.00
Mar-10-2017,852.46
Mar-13-2017,854.59
Mar-14-2017,852.53
Mar-15-2017,852.97
Mar-16-2017,853.42
Mar-17-2017,852.31
Mar-20-2017,856.97
Mar-21-2017,843.20
Mar-22-2017,848.06
Mar-23-2017,847.38
Mar-24-2017,845.61
Mar-27-2017,846.82
Mar-28-2017,856.00
Mar-29-2017,874.32
Mar-30-2017,876.34
Mar-31-2017,886.54
Apr-03-2017,891.51
Apr-04-2017,906.83
Apr-05-2017,909.28
Apr-06-2017,898.28
Apr-07-2017,894.88
Apr-10-2017,907.04
Apr-11-2017,902.36
Apr-12-2017,896.23
Apr-13-2017,884.67
Apr-17-2017,901.99
Apr-18-2017,903.78
Apr-19-2017,899.20
Apr-20-2017,902.06
Apr-21-2017,898.53
Apr-24-2017,907.41
Apr-25-2017,907.62
Apr-26-2017,909.29
Apr-27-2017,918.38
Apr-28-2017,924.99
May-01-2017,948.23
May-02-2017,946.94
May-03-2017,941.03
May-04-2017,937.53
May-05-2017,934.15
May-08-2017,949.04
May-09-2017,952.82
May-10-2017,948.95
May-11-2017,947.62
May-12-2017,961.35
May-15-2017,957.97
May-16-2017,966.07
May-17-2017,944.76
May-18-2017,958.49
May-19-2017,959.84
May-22-2017,970.67
May-23-2017,971.54
May-24-2017,980.35
May-25-2017,993.38
May-26-2017,995.78
May-30-2017,996.70
May-31-2017,994.62
Jun-01-2017,995.95
Jun-02-2017,1006.73
Jun-05-2017,1011.34
Jun-06-2017,1003.00
Jun-07-2017,1010.07
Jun-08-2017,1010.27
Jun-09-2017,978.31
Jun-12-2017,964.91
Jun-13-2017,980.79
Jun-14-2017,976.47
Jun-15-2017,964.17
Jun-16-2017,987.71
Jun-19-2017,995.17
Jun-20-2017,992.59
Jun-21-2017,1002.23
Jun-22-2017,1001.30
Jun-23-2017,1003.74
Jun-26-2017,993.98
Jun-27-2017,976.78
Jun-28-2017,990.33
Jun-29-2017,975.93
Jun-30-2017,968.00
Jul-03-2017,953.66
Jul-05-2017,971.40
Jul-06-2017,965.14
Jul-07-2017,978.76
Jul-10-2017,996.47
Jul-11-2017,994.13
Jul-12-2017,1006.51
Jul-13-2017,1000.63
Jul-14-2017,1001.81
Jul-17-2017,1010.04
Jul-18-2017,1024.45
Jul-19-2017,1026.87
Jul-20-2017,1028.70
Jul-21-2017,1025.67
Jul-24-2017,1038.95
Jul-25-2017,1039.87
Jul-26-2017,1052.80
Jul-27-2017,1046.00
Jul-28-2017,1020.04
Jul-31-2017,987.78
Aug-01-2017,996.19
Aug-02-2017,995.89
Aug-03-2017,986.92
Aug-04-2017,987.58
Aug-07-2017,992.27
Aug-08-2017,989.84
Aug-09-2017,982.01
Aug-10-2017,956.92
Aug-11-2017,967.99
Aug-14-2017,983.30
Aug-15-2017,982.74
Aug-16-2017,978.18
Aug-17-2017,960.57
Aug-18-2017,958.47
Aug-21-2017,953.29
Aug-22-2017,966.90
Aug-23-2017,958.00
Aug-24-2017,952.45
Aug-25-2017,945.26
Aug-28-2017,946.02
Aug-29-2017,954.06
Aug-30-2017,967.59
Aug-31-2017,980.60
Sep-01-2017,978.25
Sep-05-2017,965.27
Sep-06-2017,967.80
Sep-07-2017,979.47
Sep-08-2017,965.90
Sep-11-2017,977.96
Sep-12-2017,982.58
Sep-13-2017,999.60
Sep-14-2017,992.21
Sep-15-2017,986.79
Sep-18-2017,974.19
Sep-19-2017,969.86
Sep-20-2017,973.21
Sep-21-2017,964.65
Sep-22-2017,955.10
Sep-25-2017,939.79
Sep-26-2017,938.60
Sep-27-2017,950.87
Sep-28-2017,956.40
Sep-29-2017,961.35
Oct-02-2017,959.19
Oct-03-2017,957.10
Oct-04-2017,965.45
Oct-05-2017,980.85
Oct-06-2017,989.58
Oct-09-2017,990.99
Oct-10-2017,987.20
Oct-11-2017,995.00
Oct-12-2017,1000.93
Oct-13-2017,1002.94
Oct-16-2017,1006.34
Oct-17-2017,1009.13
Oct-18-2017,997.00
Oct-19-2017,986.61
Oct-20-2017,982.91
Oct-23-2017,966.30
Oct-24-2017,975.90
Oct-25-2017,972.91
Oct-26-2017,972.43
Oct-27-2017,1100.95
Oct-30-2017,1110.85
Oct-31-2017,1105.28
Nov-01-2017,1103.68
Nov-02-2017,1094.22
Nov-03-2017,1111.60
Nov-06-2017,1120.66
Nov-07-2017,1123.17
Nov-08-2017,1132.88
Nov-09-2017,1129.13
Nov-10-2017,1125.35
Nov-13-2017,1129.17
Nov-14-2017,1136.84
Nov-15-2017,1126.69
Nov-16-2017,1137.29
Nov-17-2017,1129.88
Nov-20-2017,1126.31
Nov-21-2017,1139.49
Nov-22-2017,1156.16
Nov-24-2017,1186.00
Nov-27-2017,1195.83
Nov-28-2017,1193.60
Nov-29-2017,1161.27
Nov-30-2017,1176.75
Dec-01-2017,1162.35
Dec-04-2017,1133.95
Dec-05-2017,1141.57
Dec-06-2017,1152.35
Dec-07-2017,1159.79
Dec-08-2017,1162.00
Dec-11-2017,1168.92
Dec-12-2017,1165.08
Dec-13-2017,1164.13
Dec-14-2017,1174.26
Dec-15-2017,1179.14
Dec-18-2017,1190.58
Dec-19-2017,1187.38
Dec-20-2017,1177.62
Dec-21-2017,1174.76
Dec-22-2017,1168.36
Dec-26-2017,1176.76
Dec-27-2017,1182.26
Dec-28-2017,1186.10
Dec-29-2017,1169.47
Jan-02-2018,1189.01
Jan-03-2018,1204.20
Jan-04-2018,1209.59
Jan-05-2018,1229.14
Jan-08-2018,1246.87
Jan-09-2018,1252.70
Jan-10-2018,1254.33
Jan-11-2018,1276.68
Jan-12-2018,1305.20
Jan-16-2018,1304.86
Jan-17-2018,1295.00
Jan-18-2018,1293.32
Jan-19-2018,1294.58
Jan-22-2018,1327.31
Jan-23-2018,1362.54
Jan-24-2018,1357.51
Jan-25-2018,1377.95
Jan-26-2018,1402.05
Jan-29-2018,1417.68
Jan-30-2018,1437.82
Jan-31-2018,1450.89
Feb-01-2018,1390.00
Feb-02-2018,1429.95
Feb-05-2018,1390.00
Feb-06-2018,1442.84
Feb-07-2018,1416.78
Feb-08-2018,1350.50
Feb-09-2018,1339.60
Feb-12-2018,1386.23
Feb-13-2018,1414.51
Feb-14-2018,1451.05
Feb-15-2018,1461.76
Feb-16-2018,1448.69
Feb-20-2018,1468.35
Feb-21-2018,1482.92
Feb-22-2018,1485.34
Feb-23-2018,1500.00
Feb-26-2018,1521.95
Feb-27-2018,1511.98
Feb-28-2018,1512.45
Mar-01-2018,1493.45
Mar-02-2018,1500.25
Mar-05-2018,1523.61
Mar-06-2018,1537.64
Mar-07-2018,1545.00
Mar-08-2018,1551.86
Mar-09-2018,1578.89
Mar-12-2018,1598.39
Mar-13-2018,1588.18
Mar-14-2018,1591.00
Mar-15-2018,1582.32
Mar-16-2018,1571.68
Mar-19-2018,1544.93
Mar-20-2018,1586.51
Mar-21-2018,1581.86
Mar-22-2018,1544.92
Mar-23-2018,1495.56
Mar-26-2018,1555.86
Mar-27-2018,1497.05
Mar-28-2018,1431.42
Mar-29-2018,1447.34
Apr-02-2018,1371.99
Apr-03-2018,1392.05
Apr-04-2018,1410.57
Apr-05-2018,1451.75
Apr-06-2018,1405.23
Apr-09-2018,1406.08
Apr-10-2018,1436.22
Apr-11-2018,1427.05
Apr-12-2018,1448.50
Apr-13-2018,1430.79
Apr-16-2018,1441.50
Apr-17-2018,1503.83
Apr-18-2018,1527.84
Apr-19-2018,1556.91
Apr-20-2018,1527.49
Apr-23-2018,1517.86
Apr-24-2018,1460.09
Apr-25-2018,1460.17
Apr-26-2018,1517.96
Apr-27-2018,1572.62
Apr-30-2018,1566.13
May-01-2018,1582.26
May-02-2018,1569.68
May-03-2018,1572.08
May-04-2018,1580.95
May-07-2018,1600.14
May-08-2018,1592.39
May-09-2018,1608.00
May-10-2018,1609.08
May-11-2018,1602.91
May-14-2018,1601.54
May-15-2018,1576.12
May-16-2018,1587.28
May-17-2018,1581.76
May-18-2018,1574.37
May-21-2018,1585.46
May-22-2018,1581.40
May-23-2018,1601.86
May-24-2018,1603.07
May-25-2018,1610.15
May-29-2018,1612.87
May-30-2018,1624.89
May-31-2018,1629.62
Jun-01-2018,1641.54
Jun-04-2018,1665.27
Jun-05-2018,1696.35
Jun-06-2018,1695.75
Jun-07-2018,1689.30
Jun-08-2018,1683.99
Jun-11-2018,1689.12
Jun-12-2018,1698.75
Jun-13-2018,1704.86
Jun-14-2018,1723.86
Jun-15-2018,1715.97
Jun-18-2018,1723.79
Jun-19-2018,1734.78
Jun-20-2018,1750.08
Jun-21-2018,1730.22
Jun-22-2018,1715.67
Jun-25-2018,1663.15
Jun-26-2018,1691.09
Jun-27-2018,1660.51
Jun-28-2018,1701.45
Jun-29-2018,1699.80
Jul-02-2018,1713.78
Jul-03-2018,1693.96
Jul-05-2018,1699.73
Jul-06-2018,1710.63
Jul-09-2018,1739.02
Jul-10-2018,1743.07
Jul-11-2018,1755.00
Jul-12-2018,1796.62
Jul-13-2018,1813.03
Jul-16-2018,1822.49
Jul-17-2018,1843.93
Jul-18-2018,1842.92
Jul-19-2018,1812.97
Jul-20-2018,1813.70
Jul-23-2018,1802.00
Jul-24-2018,1829.24
Jul-25-2018,1863.61
Jul-26-2018,1808.00
Jul-27-2018,1817.27
Jul-30-2018,1779.22
Jul-31-2018,1777.44
Aug-01-2018,1797.17
Aug-02-2018,1834.33
Aug-03-2018,1823.29
Aug-06-2018,1847.75
Aug-07-2018,1862.48
Aug-08-2018,1886.52
Aug-09-2018,1898.52
Aug-10-2018,1886.30
Aug-13-2018,1896.20
Aug-14-2018,1919.65
Aug-15-2018,1882.62
Aug-16-2018,1886.52
Aug-17-2018,1882.22
Aug-20-2018,1876.71
Aug-21-2018,1883.42
Aug-22-2018,1904.90
Aug-23-2018,1902.90
Aug-24-2018,1905.39
Aug-27-2018,1927.68
Aug-28-2018,1932.82
Aug-29-2018,1998.10
Aug-30-2018,2002.38
Aug-31-2018,2012.71
Sep-04-2018,2039.51
Sep-05-2018,1994.82
Sep-06-2018,1958.31
Sep-07-2018,1952.07
Sep-10-2018,1939.01
Sep-11-2018,1987.15
Sep-12-2018,1990.00
Sep-13-2018,1989.87
Sep-14-2018,1970.19
Sep-17-2018,1908.03
Sep-18-2018,1941.05
Sep-19-2018,1926.42
Sep-20-2018,1944.30
Sep-21-2018,1915.01
Sep-24-2018,1934.36
Sep-25-2018,1974.55
Sep-26-2018,1974.85
Sep-27-2018,2012.98
Sep-28-2018,2003.00
Oct-01-2018,2004.36
Oct-02-2018,1971.31
Oct-03-2018,1952.76
Oct-04-2018,1909.42
Oct-05-2018,1889.65
Oct-08-2018,1864.42
Oct-09-2018,1870.32
Oct-10-2018,1755.25
Oct-11-2018,1719.36
Oct-12-2018,1788.61
Oct-15-2018,1760.95
Oct-16-2018,1819.96
Oct-17-2018,1831.73
Oct-18-2018,1770.72
Oct-19-2018,1764.03
Oct-22-2018,1789.30
Oct-23-2018,1768.70
Oct-24-2018,1664.20
Oct-25-2018,1782.17
Oct-26-2018,1642.81
Oct-29-2018,1538.88
Oct-30-2018,1530.42
Oct-31-2018,1598.01
Nov-01-2018,1665.53
Nov-02-2018,1665.53
Nov-05-2018,1627.80
Nov-06-2018,1642.81
Nov-07-2018,1755.49
Nov-08-2018,1754.91
Nov-09-2018,1712.43
Nov-12-2018,1636.85
Nov-13-2018,1631.17
Nov-14-2018,1599.01
Nov-15-2018,1619.44
Nov-16-2018,1593.41
Nov-19-2018,1512.29
Nov-20-2018,1495.46
Nov-21-2018,1516.73
Nov-23-2018,1502.06
Nov-26-2018,1581.33
Nov-27-2018,1581.42
Nov-28-2018,1677.75
Nov-29-2018,1673.57
Nov-30-2018,1690.17
Dec-03-2018,1772.36
Dec-04-2018,1668.40
Dec-06-2018,1699.19
Dec-07-2018,1629.13
Dec-10-2018,1641.03
Dec-11-2018,1643.24
Dec-12-2018,1663.54
Dec-13-2018,1658.38
Dec-14-2018,1591.91
Dec-17-2018,1520.91
Dec-18-2018,1551.48
Dec-19-2018,1495.08
Dec-20-2018,1460.83
Dec-21-2018,1377.45
Dec-24-2018,1343.96
Dec-26-2018,1470.90
Dec-27-2018,1461.64
Dec-28-2018,1478.02
Dec-31-2018,1501.97
Jan-01-2019,1501.97
Jan-02-2019,1539.13
Jan-03-2019,1500.28
Jan-04-2019,1575.39
Jan-07-2019,1629.51
Jan-08-2019,1656.58
Jan-09-2019,1659.42
Jan-10-2019,1656.22
Jan-11-2019,1640.56
Jan-14-2019,1617.21
Jan-15-2019,1674.56
Jan-16-2019,1683.78
Jan-17-2019,1693.22
Jan-18-2019,1696.20
Jan-21-2019,1696.20
Jan-22-2019,1632.17
Jan-23-2019,1640.02
Jan-24-2019,1654.93
Jan-25-2019,1670.57
Jan-28-2019,1637.89
Jan-29-2019,1593.88
Jan-30-2019,1670.43
Jan-31-2019,1718.73
Feb-01-2019,1626.23
Feb-04-2019,1633.31
Feb-05-2019,1658.81
Feb-06-2019,1640.26
Feb-07-2019,1614.37
Feb-08-2019,1588.22
Feb-11-2019,1591.00
Feb-12-2019,1638.01
Feb-13-2019,1640.00
Feb-14-2019,1622.65
Feb-15-2019,1607.95
Feb-18-2019,1607.95
Feb-19-2019,1627.58
Feb-20-2019,1622.10
Feb-21-2019,1619.44
Feb-22-2019,1631.56
Feb-25-2019,1633.00
Feb-26-2019,1636.40
Feb-27-2019,1641.09
Feb-28-2019,1639.83
Mar-01-2019,1671.73
Mar-04-2019,1696.17
Mar-05-2019,1692.43
Mar-06-2019,1668.95
Mar-07-2019,1625.95
Mar-08-2019,1620.80
Mar-11-2019,1670.62
Mar-12-2019,1673.10
Mar-13-2019,1690.81
Mar-14-2019,1686.22
Mar-15-2019,1712.36
Mar-18-2019,1742.15
Mar-19-2019,1761.85
Mar-20-2019,1797.27
Mar-21-2019,1819.26
Mar-22-2019,1764.77
Mar-25-2019,1774.26
Mar-26-2019,1783.76
Mar-27-2019,1765.70
Mar-28-2019,1773.42
Mar-29-2019,1780.75
Apr-01-2019,1814.19
Apr-02-2019,1813.98
Apr-03-2019,1820.70
Apr-04-2019,1818.86
Apr-05-2019,1837.28
Apr-08-2019,1849.86
Apr-09-2019,1835.84
Apr-10-2019,1847.33
Apr-11-2019,1844.07
Apr-12-2019,1843.06
Apr-15-2019,1844.87
Apr-16-2019,1863.04
Apr-17-2019,1864.82
Apr-18-2019,1861.69
Apr-19-2019,1861.69
Apr-22-2019,1887.31
Apr-23-2019,1923.77
Apr-24-2019,1901.75
Apr-25-2019,1902.25
Apr-26-2019,1950.63
Apr-29-2019,1938.43
Apr-30-2019,1926.52
May-01-2019,1911.52
May-02-2019,1900.82
May-03-2019,1962.46
May-06-2019,1950.55
May-07-2019,1921.00
May-08-2019,1917.77
May-09-2019,1899.87
May-10-2019,1889.98
May-13-2019,1822.68
May-14-2019,1840.12
May-15-2019,1871.15
May-16-2019,1907.57
May-17-2019,1869.00
May-20-2019,1858.97
May-21-2019,1857.52
May-22-2019,1859.68
May-23-2019,1815.48
May-24-2019,1823.28
May-27-2019,1823.28
May-28-2019,1836.43
May-29-2019,1819.19
May-30-2019,1816.32
May-31-2019,1775.07
Jun-03-2019,1692.69
Jun-04-2019,1729.56
Jun-05-2019,1738.50
Jun-06-2019,1754.36
Jun-07-2019,1804.03
Jun-10-2019,1860.63
Jun-11-2019,1863.70
Jun-12-2019,1855.32
Jun-13-2019,1870.30
Jun-14-2019,1869.67
Jun-17-2019,1886.03
Jun-18-2019,1901.37
Jun-19-2019,1908.79
Jun-20-2019,1918.19
Jun-21-2019,1911.30
Jun-24-2019,1913.90
Jun-25-2019,1878.27
Jun-26-2019,1897.83
Jun-27-2019,1904.28
Jun-28-2019,1893.63
Jul-01-2019,1922.19
Jul-02-2019,1934.31
Jul-03-2019,1939.00
Jul-04-2019,1939.00
Jul-05-2019,1942.91
Jul-08-2019,1952.32
Jul-09-2019,1988.30
Jul-10-2019,2017.41
Jul-11-2019,2001.07
Jul-12-2019,2011.00
Jul-15-2019,2020.99
Jul-16-2019,2009.90
Jul-17-2019,1992.03
Jul-18-2019,1977.90
Jul-19-2019,1964.52
Jul-22-2019,1985.63
Jul-23-2019,1994.49
Jul-24-2019,2000.81
Jul-25-2019,1973.82
Jul-26-2019,1943.05
Jul-29-2019,1912.45
Jul-30-2019,1898.53
Jul-31-2019,1866.78
Aug-01-2019,1855.32
Aug-02-2019,1823.24
Aug-05-2019,1765.13
Aug-06-2019,1787.83
Aug-07-2019,1793.40
Aug-08-2019,1832.89
Aug-09-2019,1807.58
Aug-12-2019,1784.92
Aug-13-2019,1824.34
Aug-14-2019,1762.96
Aug-15-2019,1776.12
Aug-16-2019,1792.57
Aug-19-2019,1816.12
Aug-20-2019,1801.38
Aug-21-2019,1823.54
Aug-22-2019,1805.60
Aug-23-2019,1749.62
Aug-26-2019,1768.87
Aug-27-2019,1761.83
Aug-28-2019,1764.25
Aug-29-2019,1786.40
Aug-30-2019,1776.29
Sep-02-2019,1776.29
Sep-03-2019,1789.84
Sep-04-2019,1800.62
Sep-05-2019,1840.72
Sep-06-2019,1833.51
Sep-09-2019,1831.35
Sep-10-2019,1820.55
Sep-11-2019,1822.99
Sep-12-2019,1843.55
Sep-13-2019,1839.34
Sep-16-2019,1807.84
Sep-17-2019,1822.55
Sep-18-2019,1817.46
Sep-19-2019,1821.50
Sep-20-2019,1794.16
Sep-23-2019,1785.30
Sep-24-2019,1741.61
Sep-25-2019,1768.33
Sep-26-2019,1739.84
Sep-27-2019,1725.45
Sep-30-2019,1735.91
Oct-01-2019,1735.65
Oct-02-2019,1713.23
Oct-03-2019,1724.42
Oct-04-2019,1739.65
Oct-07-2019,1732.66
Oct-08-2019,1705.51
Oct-09-2019,1721.99
Oct-10-2019,1720.26
Oct-11-2019,1731.92
Oct-14-2019,1736.43
Oct-15-2019,1767.38
Oct-16-2019,1777.43
Oct-17-2019,1787.48
Oct-18-2019,1757.51
Oct-21-2019,1785.66
Oct-22-2019,1765.73
Oct-23-2019,1762.17
Oct-24-2019,1780.78
Oct-25-2019,1761.33
Oct-28-2019,1777.08
Oct-29-2019,1762.71
Oct-30-2019,1779.99
Oct-31-2019,1776.66
Nov-01-2019,1791.44
Nov-04-2019,1804.66
Nov-05-2019,1801.71
Nov-06-2019,1795.77
Nov-07-2019,1788.20
Nov-08-2019,1785.88
Nov-11-2019,1771.65
Nov-12-2019,1778.00
Nov-13-2019,1753.11
Nov-14-2019,1754.60
Nov-15-2019,1739.49
Nov-18-2019,1752.53
Nov-19-2019,1752.79
Nov-20-2019,1745.53
Nov-21-2019,1734.71
Nov-22-2019,1745.72
Nov-25-2019,1773.84
Nov-26-2019,1796.94
Nov-27-2019,1818.51
Nov-28-2019,1818.51
Nov-29-2019,1800.80
Dec-02-2019,1781.60
Dec-03-2019,1769.96
Dec-04-2019,1760.69
Dec-05-2019,1740.48
Dec-06-2019,1751.60
Dec-09-2019,1749.51
Dec-10-2019,1739.21
Dec-11-2019,1748.72
Dec-12-2019,1760.33
Dec-13-2019,1760.94
Dec-16-2019,1769.21
Dec-17-2019,1790.66
Dec-18-2019,1784.03
Dec-19-2019,1792.28
Dec-20-2019,1786.50
Dec-23-2019,1793.00
Dec-24-2019,1789.21
Dec-25-2019,1789.21
Dec-26-2019,1868.77
Dec-27-2019,1869.80
Dec-30-2019,1846.89
Dec-31-2019,1847.84
Jan-02-2020,1898.01
Jan-03-2020,1874.97
Jan-06-2020,1902.88
Jan-07-2020,1906.86
Jan-08-2020,1891.97
Jan-09-2020,1901.05
Jan-10-2020,1883.16
Jan-13-2020,1891.30
Jan-14-2020,1869.44
Jan-15-2020,1862.02
Jan-16-2020,1877.94
Jan-17-2020,1864.72
Jan-21-2020,1892.00
Jan-22-2020,1887.46
Jan-23-2020,1884.58
Jan-24-2020,1861.64
Jan-27-2020,1828.34
Jan-28-2020,1853.25
Jan-29-2020,1858.00
Jan-30-2020,1870.68
Jan-31-2020,2008.72
Feb-03-2020,2004.20
Feb-04-2020,2049.67
Feb-05-2020,2039.87
Feb-06-2020,2050.23
Feb-07-2020,2079.28
Feb-10-2020,2133.91
Feb-11-2020,2150.80
Feb-12-2020,2160.00
Feb-13-2020,2149.87
Feb-14-2020,2134.87
Feb-18-2020,2155.67
Feb-19-2020,2170.22
Feb-20-2020,2153.10
Feb-21-2020,2095.97
Feb-24-2020,2009.29
Feb-25-2020,1972.74
Feb-26-2020,1979.59
Feb-27-2020,1884.30
Feb-28-2020,1883.75
Mar-02-2020,1953.95
Mar-03-2020,1908.99
Mar-04-2020,1975.83
Mar-05-2020,1924.03
Mar-06-2020,1901.09
Mar-09-2020,1800.61
Mar-10-2020,1891.82
Mar-11-2020,1820.86
Mar-12-2020,1676.61
Mar-13-2020,1785.00
Mar-16-2020,1689.15
Mar-17-2020,1807.84
Mar-18-2020,1830.00
Mar-19-2020,1880.93
Mar-20-2020,1846.09
Mar-23-2020,1902.83
Mar-24-2020,1940.10
Mar-25-2020,1885.84
Mar-26-2020,1955.49
Mar-27-2020,1900.10
Mar-30-2020,1963.95
Mar-31-2020,1949.72
Apr-01-2020,1907.70
Apr-02-2020,1918.83
Apr-03-2020,1906.59
Apr-06-2020,1997.59
Apr-07-2020,2011.60
Apr-08-2020,2043.00
Apr-09-2020,2042.76
Apr-13-2020,2168.87
Apr-14-2020,2283.32
Apr-15-2020,2307.68
Apr-16-2020,2408.19
Apr-17-2020,2375.00
Apr-20-2020,2393.61
Apr-21-2020,2328.12
Apr-22-2020,2363.49
Apr-23-2020,2399.45
Apr-24-2020,2410.22
Apr-27-2020,2376.00
Apr-28-2020,2314.08
Apr-29-2020,2372.71
Apr-30-2020,2474.00
May-01-2020,2286.04
May-04-2020,2315.99
May-05-2020,2317.80
May-06-2020,2351.26
May-07-2020,2367.61
May-08-2020,2379.61
May-11-2020,2409.00
May-12-2020,2356.95
May-13-2020,2367.92
May-14-2020,2388.85
May-15-2020,2409.78
May-18-2020,2426.26
May-19-2020,2449.33
May-20-2020,2497.94
May-21-2020,2446.74
May-22-2020,2436.88
May-26-2020,2421.86
May-27-2020,2410.39
May-28-2020,2401.10
May-29-2020,2442.37
Jun-01-2020,2471.04
Jun-02-2020,2472.41
Jun-03-2020,2478.40
Jun-04-2020,2460.60
Jun-05-2020,2483.00
Jun-08-2020,2524.06
Jun-09-2020,2600.86
Jun-10-2020,2647.45
Jun-11-2020,2557.96
Jun-12-2020,2545.02
Jun-15-2020,2572.68
Jun-16-2020,2615.27
Jun-17-2020,2640.98
Jun-18-2020,2653.98
Jun-19-2020,2675.01
Jun-22-2020,2713.82
Jun-23-2020,2764.41
Jun-24-2020,2734.40
Jun-25-2020,2754.58
Jun-26-2020,2692.87
Jun-29-2020,2680.38
Jun-30-2020,2758.82
Jul-01-2020,2878.70
Jul-02-2020,2890.30
Jul-06-2020,3057.04
Jul-07-2020,3000.12
Jul-08-2020,3081.11
Jul-09-2020,3182.63
Jul-10-2020,3200.00
Jul-13-2020,3104.00
Jul-14-2020,3084.00
Jul-15-2020,3008.87
Jul-16-2020,2999.90
Jul-17-2020,2961.97
Jul-20-2020,3196.84
Jul-21-2020,3138.29
Jul-22-2020,3099.91
Jul-23-2020,2986.55
Jul-24-2020,3008.91
Jul-27-2020,3055.21
Jul-28-2020,3000.33
Jul-29-2020,3033.53
Jul-30-2020,3051.88
Jul-31-2020,3164.68
Aug-03-2020,3111.89
Aug-04-2020,3138.83
Aug-05-2020,3205.03
Aug-06-2020,3225.00
Aug-07-2020,3167.46
Aug-10-2020,3148.16
Aug-11-2020,3080.67
Aug-12-2020,3162.24
Aug-13-2020,3161.02
Aug-14-2020,3148.02
Aug-17-2020,3182.41
Aug-18-2020,3312.49
Aug-19-2020,3260.48
Aug-20-2020,3297.37
Aug-21-2020,3284.72
Aug-24-2020,3307.46
Aug-25-2020,3346.49
Aug-26-2020,3441.85
Aug-27-2020,3400.00
Aug-28-2020,3401.80
Aug-31-2020,3450.96
Sep-01-2020,3499.12
Sep-02-2020,3531.45
Sep-03-2020,3368.00
Sep-04-2020,3294.62
Sep-08-2020,3149.84
Sep-09-2020,3268.61
Sep-10-2020,3175.11
Sep-11-2020,3116.22
Sep-14-2020,3102.97
Sep-15-2020,3156.13
Sep-16-2020,3078.10
Sep-17-2020,3008.73
Sep-18-2020,2954.91
Sep-21-2020,2960.47
Sep-22-2020,3128.99
Sep-23-2020,2999.86
Sep-24-2020,3019.79
Sep-25-2020,3095.13
Sep-28-2020,3174.05
Sep-29-2020,3144.88
Sep-30-2020,3148.73
Oct-01-2020,3221.26
Oct-02-2020,3125.00
Oct-05-2020,3199.20
Oct-06-2020,3099.96
Oct-07-2020,3195.69
Oct-08-2020,3190.55
Oct-09-2020,3286.65
Oct-12-2020,3442.93
Oct-13-2020,3443.63
Oct-14-2020,3363.71
Oct-15-2020,3338.65
Oct-16-2020,3272.71
Oct-19-2020,3207.21
Oct-20-2020,3217.01
Oct-21-2020,3184.94
Oct-22-2020,3176.40
Oct-23-2020,3204.40
Oct-26-2020,3207.04
Oct-27-2020,3286.33
Oct-28-2020,3162.78
Oct-29-2020,3211.01
Oct-30-2020,3036.15
Nov-02-2020,3004.48
Nov-03-2020,3048.41
Nov-04-2020,3241.16
Nov-05-2020,3322.00
Nov-06-2020,3311.37
Nov-09-2020,3143.74
Nov-10-2020,3035.02
Nov-11-2020,3137.39
Nov-12-2020,3110.28
Nov-13-2020,3128.81
Nov-16-2020,3131.06
Nov-17-2020,3135.66
Nov-18-2020,3105.46
Nov-19-2020,3117.02
Nov-20-2020,3099.40
Nov-23-2020,3098.39
Nov-24-2020,3118.06
Nov-25-2020,3185.07
Nov-27-2020,3195.34
Nov-30-2020,3168.04
Dec-01-2020,3220.08
Dec-02-2020,3203.53
Dec-03-2020,3186.73
Dec-04-2020,3162.58
Dec-07-2020,3158.00
Dec-08-2020,3177.29
Dec-09-2020,3104.20
Dec-10-2020,3101.49
Dec-11-2020,3116.42
Dec-14-2020,3156.97
Dec-15-2020,3165.12
Dec-16-2020,3240.96
Dec-17-2020,3236.08
Dec-18-2020,3201.65
Dec-21-2020,3206.18
Dec-22-2020,3206.52
Dec-23-2020,3185.27
Dec-24-2020,3172.69
Dec-28-2020,3283.96
Dec-29-2020,3322.00
Dec-30-2020,3285.85
Dec-31-2020,3256.93
Jan-04-2021,3186.63
Jan-05-2021,3218.51
Jan-06-2021,3138.38
Jan-07-2021,3162.16
Jan-08-2021,3182.70
Jan-11-2021,3114.21
Jan-12-2021,3120.83
Jan-13-2021,3165.89
Jan-14-2021,3127.47
Jan-15-2021,3104.25
Jan-19-2021,3120.76
Jan-20-2021,3263.38
Jan-21-2021,3306.99
Jan-22-2021,3292.23
Jan-25-2021,3294.00
Jan-26-2021,3326.13
Jan-27-2021,3232.58
Jan-28-2021,3237.62
Jan-29-2021,3206.20
Feb-01-2021,3342.88
Feb-02-2021,3380.00
Feb-03-2021,3312.53
Feb-04-2021,3331.00
Feb-05-2021,3352.15
Feb-08-2021,3322.94
Feb-09-2021,3305.00
Feb-10-2021,3286.58
Feb-11-2021,3262.13
Feb-12-2021,3277.71
Feb-16-2021,3268.95
Feb-17-2021,3308.64
Feb-18-2021,3328.23
Feb-19-2021,3249.90
Feb-22-2021,3180.74
Feb-23-2021,3194.50
Feb-24-2021,3159.53
Feb-25-2021,3057.16
Feb-26-2021,3092.93
Mar-01-2021,3146.14
Mar-02-2021,3094.53
Mar-03-2021,3005.00
Mar-04-2021,2977.57
Mar-05-2021,3000.46
Mar-08-2021,2951.95
